Taken_product,Yearly_avg_view_on_travel_page_code,Daily_Avg_mins_spend_on_traveling_page_code,montly_avg_comment_on_company_page_code,total_likes_on_outofstation_checkin_received_code,Yearly_avg_comment_on_travel_page_code,total_likes_on_outstation_checkin_given_code,preferred_device,yearly_avg_Outstation_checkins,member_in_family,preferred_location_type,week_since_last_outstation_checkin,following_company_page,working_flag,travelling_network_rating,Adult_flag
0,2,0,1,1,2,2,1,1,2,2,1,0,0,4,1
0,1,0,2,1,1,1,1,1,2,0,6,0,1,1,1
0,3,0,2,1,3,3,1,1,4,0,2,1,1,3,1
0,2,0,2,0,2,2,1,1,3,0,0,0,1,3,0
0,1,0,1,1,1,1,1,1,1,1,1,1,0,4,0
0,2,1,1,4,2,2,1,1,3,0,1,1,1,2,1
1,2,0,1,0,2,2,3,25,4,0,1,1,0,1,1
0,2,0,1,0,2,2,5,1,3,0,0,0,0,2,1
0,1,0,1,1,1,1,1,1,1,5,1,0,0,1,0
0,3,0,1,1,3,3,1,1,3,4,2,0,0,2,1
0,1,0,1,1,1,1,5,1,1,0,0,0,0,4,0
0,2,0,1,2,2,2,3,1,2,0,1,0,0,4,1
0,2,0,1,1,2,2,1,1,3,5,0,0,0,4,1
0,2,0,1,0,2,2,1,11,4,0,3,1,0,2,1
1,2,0,1,1,2,2,1,1,3,2,6,1,0,3,1
0,3,2,1,4,3,3,1,1,3,5,5,0,0,3,1
0,2,1,1,4,2,2,1,25,3,4,3,0,0,1,0
0,2,0,1,1,2,2,3,21,2,2,5,0,0,2,1
0,3,3,1,5,3,3,1,23,4,0,6,0,0,3,0
0,3,1,1,2,3,3,3,1,3,0,4,0,0,2,1
0,3,0,2,1,3,3,1,1,2,5,0,1,1,1,1
0,2,0,1,3,2,2,5,19,2,2,1,1,0,4,0
0,3,3,1,6,3,3,5,1,4,0,1,0,0,4,1
0,2,1,1,2,2,2,1,1,3,0,8,0,0,3,1
0,2,0,1,0,2,2,1,1,2,6,3,1,0,3,1
1,2,0,2,1,2,2,1,25,4,0,1,1,1,3,0
0,2,0,1,1,2,2,1,1,1,2,6,0,0,3,1
0,3,0,1,1,3,3,1,1,2,0,1,1,0,4,0
0,2,0,1,1,2,2,1,1,4,2,1,0,0,2,0
1,4,0,1,0,4,4,3,1,1,0,9,1,0,4,1
0,3,0,2,1,3,3,1,1,3,0,4,0,1,3,1
1,1,0,1,0,1,1,1,1,3,2,1,0,0,4,0
1,1,0,1,1,1,1,1,18,1,1,1,0,0,1,0
0,2,1,1,2,2,2,1,14,1,0,0,1,0,1,1
0,3,0,1,1,3,3,1,1,4,0,1,1,0,1,0
1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1
0,2,0,1,0,2,2,1,1,3,2,5,0,0,2,1
1,2,0,2,0,2,2,1,1,3,2,7,1,1,4,0
0,2,0,1,0,2,2,1,1,3,0,1,0,0,3,0
0,2,0,1,0,2,2,1,10,3,0,1,0,0,2,1
0,2,0,1,1,2,2,1,1,4,1,3,1,0,2,0
0,4,2,1,4,4,4,1,1,3,4,2,1,0,4,1
0,2,1,1,0,2,2,1,1,4,0,3,0,0,2,0
0,2,0,2,1,2,2,1,21,1,0,1,1,1,4,1
0,3,2,1,2,3,3,1,1,2,1,4,0,0,3,1
0,3,1,1,0,3,3,1,20,4,2,4,0,0,1,1
0,2,0,1,2,2,2,5,20,2,5,1,0,0,4,1
0,2,0,1,1,2,2,1,1,4,1,2,0,0,3,0
0,2,1,1,5,2,2,1,1,3,4,1,0,0,2,1
0,2,0,1,0,2,2,5,1,3,0,6,0,1,3,0
1,1,0,1,0,1,1,1,19,2,5,1,1,0,3,1
0,2,1,1,3,2,2,1,10,4,5,2,0,0,2,1
0,1,0,1,1,1,1,3,1,3,2,1,0,0,2,0
0,3,1,1,1,3,3,1,1,3,2,2,1,0,3,0
0,2,1,2,1,2,2,1,1,4,2,4,0,1,3,0
1,1,0,1,1,1,1,1,1,3,4,1,0,0,2,0
0,2,0,1,2,2,2,1,1,4,2,1,0,0,3,1
1,2,1,1,4,2,2,1,1,1,0,1,1,0,1,1
0,2,0,1,2,2,2,1,1,3,0,0,0,0,1,0
1,2,1,1,4,2,2,1,1,4,0,5,0,0,3,0
0,2,0,1,0,2,2,3,20,3,4,1,0,0,2,1
0,2,0,1,1,2,2,1,18,3,2,1,0,0,2,0
1,4,0,2,0,4,4,1,1,3,4,4,0,1,1,0
0,3,2,1,5,3,3,1,1,2,2,6,0,0,3,1
0,2,0,1,2,2,2,1,1,2,1,5,0,0,1,1
0,2,1,1,3,2,2,1,1,4,0,6,0,0,2,1
0,2,0,1,3,2,2,1,1,5,0,0,0,0,4,0
1,2,2,1,5,2,2,5,24,3,0,4,1,0,4,0
0,3,1,1,2,3,3,3,16,4,2,1,1,0,3,0
1,2,0,2,0,2,2,5,1,2,2,0,1,1,1,0
0,2,0,1,6,2,2,5,17,3,0,1,0,0,4,0
1,2,0,1,0,2,2,1,10,3,0,6,1,1,3,0
0,2,0,1,1,2,2,1,13,1,0,3,0,0,1,0
0,3,3,2,6,3,3,1,1,2,2,9,0,1,3,1
0,2,0,1,2,2,2,3,1,4,3,1,1,0,1,1
0,3,2,1,6,3,3,3,1,3,2,2,0,0,2,1
0,2,0,1,1,2,2,1,16,4,4,9,0,0,2,1
0,3,0,1,1,3,3,1,1,2,0,1,1,0,3,0
0,3,2,1,5,3,3,1,24,3,0,3,1,0,4,1
0,2,0,1,1,2,2,3,10,1,2,0,0,0,2,1
0,1,0,1,1,1,1,1,17,1,2,1,0,0,2,1
1,2,0,2,1,2,2,1,14,4,1,1,1,1,4,1
0,2,0,1,1,2,2,3,1,1,0,1,0,0,3,1
0,4,2,1,4,4,4,1,17,3,4,8,0,0,3,1
0,2,1,1,4,2,2,1,25,4,2,1,1,0,3,1
0,2,0,1,4,2,2,1,1,2,0,0,1,0,3,1
1,1,0,1,1,1,1,1,11,3,2,1,1,0,1,0
1,2,0,1,0,2,2,3,1,3,2,0,0,0,1,0
0,1,0,1,2,1,1,1,1,2,2,1,0,0,2,0
0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1
0,3,1,1,1,3,3,1,1,3,0,2,0,0,4,0
0,3,2,1,4,3,3,1,1,4,0,7,0,0,2,0
0,3,0,1,2,3,3,1,1,2,2,6,0,0,2,0
0,2,0,1,1,2,2,1,10,3,1,1,0,1,1,1
1,2,1,1,1,2,2,1,11,2,2,5,0,0,1,0
0,4,1,1,2,4,4,3,18,4,2,3,1,0,4,1
0,3,2,2,6,3,3,5,1,1,0,1,0,1,2,1
0,2,1,1,2,2,2,1,1,4,0,8,1,0,3,0
1,1,0,1,1,1,1,5,29,2,2,8,0,0,4,0
0,3,2,1,5,3,3,1,28,3,2,3,1,0,3,1
0,3,1,1,2,3,3,5,1,3,0,0,0,0,1,1
1,2,1,1,1,2,2,1,16,4,0,1,0,0,3,0
0,2,2,1,4,2,2,3,22,3,2,1,1,0,3,0
0,2,0,1,0,2,2,5,1,1,0,0,0,0,4,0
0,2,0,1,1,2,2,5,29,4,2,9,0,0,2,0
0,2,1,1,3,2,2,1,1,4,5,0,0,0,4,1
0,3,2,1,3,3,3,3,1,3,5,2,0,0,1,1
1,2,0,1,1,2,2,1,15,3,1,7,0,0,2,1
0,2,0,2,0,2,2,1,10,1,2,1,0,1,2,0
0,2,0,1,1,2,2,3,1,4,1,3,0,0,1,1
0,3,2,1,6,3,3,1,1,4,2,2,1,0,4,1
0,2,0,1,1,2,2,1,1,3,1,3,0,0,1,0
0,2,0,1,3,2,2,1,26,3,5,1,0,0,2,1
0,1,0,1,0,1,1,3,1,1,2,1,0,0,3,1
0,3,2,1,6,3,3,1,1,4,2,9,0,0,4,1
0,4,1,1,4,4,4,1,1,4,0,6,0,0,2,1
0,2,1,1,3,2,2,1,12,5,2,0,0,0,2,0
0,3,1,1,4,3,3,1,25,3,2,5,0,0,3,1
1,1,0,1,0,1,1,1,10,3,0,1,0,0,1,0
0,3,1,2,1,3,3,1,1,4,0,8,1,1,1,1
1,3,1,1,0,3,3,1,1,4,0,9,1,0,3,1
1,2,0,1,3,2,2,5,24,2,4,1,0,0,1,0
0,1,0,1,1,1,1,1,1,2,2,1,0,0,1,1
0,2,0,1,3,2,2,1,20,3,1,0,0,0,3,1
0,2,1,1,3,2,2,1,17,1,0,0,0,0,1,1
0,2,1,1,4,2,2,1,20,4,4,4,0,1,4,1
0,2,0,1,1,2,2,1,10,3,1,3,0,0,4,0
1,3,2,1,4,3,3,1,1,2,2,9,0,0,4,1
0,2,0,1,2,2,2,1,1,3,0,4,0,0,3,1
1,2,0,2,3,2,2,1,1,3,4,0,1,1,1,0
1,2,1,2,1,2,2,3,29,4,2,1,0,1,2,0
0,2,0,1,0,2,2,1,15,2,0,1,0,0,4,1
0,2,0,1,3,2,2,3,1,1,0,0,0,0,3,0
1,1,0,1,1,1,1,1,1,1,4,1,1,0,2,1
1,1,0,1,0,1,1,1,21,3,2,1,0,1,3,1
1,2,0,1,0,2,2,1,25,3,2,4,1,1,2,0
1,2,0,1,1,2,2,3,1,3,2,1,0,0,1,1
0,2,0,1,1,2,2,3,1,3,0,0,0,0,3,1
0,2,0,1,1,2,2,5,1,4,0,3,0,0,4,1
0,3,2,2,6,3,3,5,1,4,2,2,0,1,3,0
0,2,0,1,3,2,2,1,10,4,5,0,1,0,2,1
0,2,1,2,1,2,2,1,28,4,0,4,0,1,1,1
0,2,0,1,3,2,2,1,1,3,2,0,0,0,2,1
0,3,2,1,6,3,3,1,1,1,5,3,0,0,4,1
0,2,0,1,2,2,2,1,1,2,5,7,0,0,3,0
0,3,1,1,4,3,3,3,27,3,0,8,0,0,3,1
1,2,2,1,4,2,2,3,1,3,0,7,0,0,4,1
0,2,2,1,6,2,2,1,14,3,2,1,0,0,1,0
0,1,0,1,0,1,1,1,1,1,4,1,1,0,3,0
0,2,0,1,2,2,2,5,1,3,0,9,0,0,3,0
0,2,1,1,3,2,2,5,18,4,0,2,0,1,1,0
0,2,0,1,1,2,2,3,20,3,0,0,0,0,1,1
0,3,2,1,5,3,3,1,1,4,4,6,0,0,2,1
0,2,0,1,1,2,2,3,1,2,0,2,0,0,4,0
0,2,0,1,1,2,2,3,10,3,0,0,0,0,4,1
0,2,0,1,2,2,2,1,1,1,2,1,1,0,3,1
0,2,0,1,1,2,2,1,1,3,6,1,0,0,4,1
0,2,0,1,1,2,2,3,1,3,0,1,1,0,4,1
1,2,0,1,3,2,2,1,1,4,5,0,1,0,1,0
0,3,0,1,1,3,3,1,12,4,0,3,1,0,1,1
0,2,0,1,2,2,2,1,25,2,2,7,0,0,3,1
0,2,0,1,1,2,2,1,1,3,0,1,0,0,3,1
0,2,0,1,2,2,2,1,1,1,0,1,0,1,1,0
0,2,0,1,0,2,2,1,1,4,2,6,0,0,2,1
0,1,0,2,1,1,1,1,24,3,2,8,0,1,4,0
1,2,0,1,1,2,2,1,12,1,0,1,1,0,4,0
0,1,0,2,1,1,1,1,1,4,2,1,0,1,2,1
0,2,0,1,2,2,2,1,10,3,5,1,0,0,1,1
0,2,1,1,1,2,2,3,26,2,2,3,1,0,4,1
0,2,1,1,2,2,2,3,1,3,2,0,0,1,3,0
0,2,0,1,0,2,2,3,1,4,1,1,0,0,2,1
1,3,0,1,2,3,3,1,1,3,5,8,0,0,2,0
0,2,0,1,1,2,2,5,1,1,0,1,0,0,3,1
0,2,1,1,2,2,2,1,1,3,0,1,0,0,2,1
0,1,0,1,1,1,1,1,1,3,0,1,0,0,1,0
0,3,2,1,6,3,3,1,1,2,2,3,0,0,2,1
0,2,0,1,0,2,2,1,15,1,0,0,1,0,1,1
0,3,2,2,6,3,3,1,1,3,5,8,0,1,1,0
0,3,0,1,0,3,3,5,17,3,0,2,0,0,4,0
0,2,0,1,1,2,2,1,1,3,6,1,0,0,4,1
1,3,0,1,0,3,3,5,1,2,0,6,0,0,1,1
0,2,0,1,1,2,2,3,1,4,2,5,0,0,4,1
0,3,3,2,6,3,3,3,1,3,2,2,0,1,3,1
0,2,0,1,1,2,2,1,19,4,2,1,0,0,3,1
0,3,2,1,6,3,3,1,15,2,0,5,0,0,1,1
0,2,1,1,3,2,2,1,17,4,0,3,1,0,4,1
0,2,0,1,1,2,2,3,25,3,2,1,0,0,1,1
0,2,0,1,1,2,2,1,1,4,0,1,0,0,3,1
0,2,0,1,1,2,2,1,1,4,0,1,0,0,1,1
0,3,1,2,1,3,3,1,29,4,1,1,0,1,2,0
0,1,0,1,1,1,1,1,21,3,5,1,0,0,4,0
0,3,1,1,2,3,3,1,1,4,1,2,0,0,3,1
0,4,1,1,2,4,4,1,1,4,5,0,1,0,2,1
0,2,0,1,1,2,2,3,13,3,1,1,0,1,3,1
0,2,0,1,1,2,2,3,1,2,0,4,1,0,4,0
0,2,1,1,1,2,2,1,1,3,2,0,0,0,2,1
0,2,0,1,2,2,2,1,10,3,4,7,0,0,2,1
0,1,0,1,1,1,1,1,10,4,0,0,0,0,2,0
0,2,1,1,4,2,2,5,1,2,5,4,1,0,2,1
0,2,0,1,0,2,2,1,14,3,0,1,1,0,4,1
0,4,3,1,4,4,4,3,1,4,0,7,0,0,1,1
0,3,0,1,0,3,3,1,1,1,0,1,0,0,4,1
0,2,0,1,1,2,2,1,1,3,0,1,0,0,1,1
0,4,3,1,6,4,4,1,1,3,0,3,0,0,1,0
0,2,0,1,2,2,2,1,11,2,2,1,1,0,4,0
0,2,0,1,2,2,2,1,24,3,2,1,0,0,2,0
0,3,2,1,6,3,3,1,1,3,0,3,0,0,2,1
0,3,2,1,6,3,3,1,1,2,2,2,0,0,3,1
0,2,1,1,1,2,2,3,1,3,4,1,0,0,3,0
0,3,0,1,1,3,3,1,1,2,4,5,0,0,3,0
0,2,0,1,1,2,2,1,1,2,0,1,0,0,2,1
0,3,2,1,6,3,3,1,1,3,0,6,0,0,3,0
0,2,0,1,6,2,2,1,1,3,0,3,0,0,2,1
0,2,0,1,1,2,2,1,20,3,4,0,0,0,4,0
0,2,0,1,3,2,2,1,10,5,5,0,1,0,4,1
1,1,0,1,0,1,1,3,24,1,0,1,1,0,4,0
0,1,0,1,1,1,1,1,1,2,0,1,1,1,2,0
0,4,3,1,5,4,4,5,1,1,2,1,1,0,4,1
1,1,0,1,1,1,1,3,10,2,0,1,0,1,3,0
0,3,2,1,6,3,3,1,1,2,5,2,0,0,3,1
0,2,0,1,1,2,2,1,1,3,5,0,1,0,4,0
0,3,3,2,6,3,3,3,1,3,0,4,1,1,1,1
0,2,1,1,1,2,2,3,19,3,2,4,0,0,3,1
0,2,0,1,0,2,2,3,1,4,2,0,1,0,3,0
0,3,2,1,6,3,3,1,1,2,0,1,0,0,4,1
0,2,1,1,1,2,2,3,11,3,0,4,0,0,4,1
0,2,0,1,1,2,2,1,1,1,0,0,1,0,4,0
0,3,2,1,4,3,3,1,1,4,5,3,0,0,4,0
0,2,1,1,2,2,2,1,1,4,0,9,1,0,4,0
1,3,0,1,3,3,3,1,15,3,2,1,0,0,4,1
0,2,0,1,1,2,2,3,1,3,0,1,1,0,2,1
0,3,0,1,1,3,3,3,1,2,2,0,0,0,2,0
1,2,0,1,1,2,2,1,1,3,4,3,1,0,1,1
0,2,0,1,0,2,2,1,1,3,4,2,0,0,2,0
0,1,0,1,0,1,1,1,1,3,2,1,0,0,4,0
0,2,0,1,2,2,2,1,1,3,2,1,0,0,3,1
0,2,2,1,6,2,2,1,13,4,2,6,1,0,4,1
0,4,0,1,0,4,4,1,23,4,0,1,0,0,4,1
0,2,0,1,1,2,2,1,1,3,4,0,0,0,1,1
0,2,0,1,2,2,2,1,10,4,4,3,0,0,1,0
0,3,0,1,1,3,3,1,1,2,0,6,0,0,3,0
0,2,0,1,2,2,2,5,1,3,0,0,0,0,1,1
0,3,2,1,6,3,3,1,28,3,0,4,1,0,2,0
1,2,0,1,3,2,2,1,25,4,5,2,1,0,3,0
0,2,0,2,4,2,2,1,17,4,2,1,1,1,4,1
0,2,0,1,1,2,2,1,18,2,0,0,0,0,1,0
0,2,0,1,3,2,2,5,1,4,0,1,1,0,1,1
0,3,1,1,2,3,3,5,10,2,2,1,0,0,1,0
1,2,0,1,0,2,2,3,1,3,0,1,1,0,1,0
0,2,0,1,1,2,2,5,16,2,0,9,0,0,2,1
0,2,0,1,3,2,2,1,1,3,0,0,0,0,4,1
0,2,0,1,1,2,2,1,1,3,0,1,0,0,3,0
0,3,0,1,1,3,3,3,1,3,5,0,0,0,4,1
0,2,0,1,1,2,2,3,1,4,0,1,1,0,2,0
0,3,3,1,5,3,3,1,1,3,0,1,1,0,2,1
0,2,1,1,2,2,2,1,1,2,0,3,0,0,4,1
0,2,0,1,2,2,2,1,15,2,2,1,0,0,4,0
0,1,0,1,1,1,1,1,19,1,2,3,0,0,3,1
1,4,3,1,4,4,4,1,1,4,2,7,1,0,4,0
0,2,0,2,0,2,2,1,1,4,0,3,0,1,3,1
0,2,1,1,1,2,2,3,1,3,5,2,0,0,4,1
0,3,1,1,3,3,3,1,1,3,0,1,0,0,3,0
0,2,0,1,1,2,2,1,11,3,2,8,0,0,2,1
0,3,2,1,5,3,3,1,11,2,4,3,0,0,2,0
0,2,0,1,2,2,2,1,1,3,2,0,0,0,2,1
0,2,0,1,2,2,2,3,1,1,0,3,0,1,2,0
1,4,2,1,5,4,4,1,13,4,5,6,1,0,3,0
0,2,0,1,0,2,2,5,26,1,4,1,0,1,3,1
0,2,1,1,2,2,2,1,1,1,2,5,0,1,2,1
1,2,0,1,1,2,2,3,1,3,0,7,0,0,3,0
0,2,0,1,1,2,2,3,1,3,0,1,0,0,4,1
0,2,1,1,2,2,2,1,1,4,4,1,0,0,4,0
0,2,0,1,1,2,2,1,26,3,0,1,0,0,3,1
1,2,0,1,2,2,2,1,22,4,2,1,1,0,4,1
0,2,0,1,2,2,2,1,21,4,0,3,1,0,4,1
0,3,1,1,4,3,3,3,1,3,5,2,0,0,2,0
0,3,1,1,2,3,3,3,22,3,0,3,1,0,1,1
0,2,0,1,1,2,2,1,1,1,0,7,1,0,4,0
0,2,0,1,3,2,2,3,1,1,0,6,0,0,1,0
0,2,1,2,4,2,2,5,25,2,0,3,0,1,2,1
0,1,0,1,2,1,1,1,18,1,0,2,0,0,2,0
0,3,1,1,1,3,3,1,1,3,2,1,1,0,1,0
0,2,0,1,2,2,2,1,10,3,5,1,1,0,4,0
1,2,0,1,0,2,2,1,17,4,0,1,1,0,4,0
0,1,0,1,1,1,1,1,1,1,2,0,0,0,4,0
0,2,0,1,1,2,2,1,11,3,2,4,0,0,1,0
0,2,0,1,3,2,2,3,18,2,0,2,0,0,3,0
0,1,0,1,1,1,1,1,1,3,4,4,0,0,2,1
0,1,0,1,1,1,1,1,1,3,1,0,0,0,4,0
0,2,0,1,3,2,2,1,17,3,1,1,0,0,1,0
1,3,1,1,1,3,3,3,28,2,0,3,0,1,1,0
1,2,0,1,3,2,2,3,14,1,1,0,1,0,1,0
0,4,2,1,6,4,4,1,1,3,2,6,0,0,4,0
0,4,3,2,6,4,4,1,1,3,2,3,1,1,3,1
0,4,3,1,5,4,4,1,1,4,2,2,0,0,4,1
1,2,0,1,0,2,2,3,1,4,0,1,0,0,2,0
0,2,0,1,1,2,2,1,1,4,5,7,0,0,2,1
0,2,0,1,6,2,2,1,1,5,0,3,0,0,3,0
0,2,0,1,1,2,2,3,1,4,1,5,0,0,3,1
1,2,0,1,0,2,2,1,1,3,0,1,0,0,3,0
0,2,0,1,0,2,2,1,11,1,0,0,0,0,2,0
0,2,0,1,2,2,2,1,1,4,0,1,0,0,3,0
0,2,1,1,2,2,2,1,16,4,5,4,0,0,1,1
0,3,1,1,1,3,3,1,1,3,4,7,0,0,3,1
1,1,0,1,1,1,1,1,1,2,0,3,0,0,1,0
0,1,0,1,1,1,1,1,1,1,2,1,1,0,3,1
0,2,0,1,3,2,2,1,1,5,5,4,0,0,3,1
0,2,0,1,1,2,2,1,1,3,0,5,0,0,1,1
0,3,0,1,0,3,3,1,1,5,2,2,1,0,1,0
0,2,1,1,1,2,2,5,1,4,1,3,0,0,3,1
0,2,1,1,4,2,2,1,1,2,0,1,0,0,1,1
1,3,2,1,4,3,3,1,1,3,5,4,0,0,1,1
1,2,1,2,1,2,2,5,1,3,0,2,1,1,2,0
1,2,0,1,2,2,2,3,1,5,0,1,0,0,1,0
0,2,0,1,0,2,2,1,1,2,2,9,0,0,4,0
1,2,0,1,1,2,2,3,1,3,0,6,1,0,3,1
0,3,1,1,2,3,3,1,1,3,5,4,0,0,1,1
1,2,0,1,1,2,2,1,1,4,4,1,0,0,4,0
0,2,1,1,5,2,2,5,1,1,2,2,0,0,3,1
0,2,0,1,3,2,2,1,1,3,2,0,0,0,4,0
0,3,0,1,1,3,3,5,1,3,0,3,0,0,4,0
0,3,3,1,6,3,3,1,1,3,2,4,0,0,2,0
0,3,1,1,2,3,3,1,1,4,4,2,0,0,2,1
0,2,0,1,0,2,2,1,1,3,2,2,0,0,3,1
0,3,0,1,1,3,3,1,20,3,0,1,0,0,3,0
0,2,0,1,1,2,2,3,1,3,2,0,0,0,1,1
0,2,1,1,1,2,2,1,1,3,1,3,0,0,4,0
0,2,0,1,0,2,2,5,1,3,4,1,0,0,2,1
0,4,1,2,1,4,4,1,1,2,0,0,0,1,1,1
0,3,2,1,4,3,3,1,1,4,0,3,0,0,2,1
0,2,1,1,6,2,2,3,15,3,2,7,0,0,4,1
1,2,0,1,1,2,2,3,1,3,4,3,0,0,4,1
1,2,1,2,1,2,2,1,24,4,2,0,1,1,3,0
0,2,0,1,0,2,2,1,1,1,0,1,0,0,1,1
1,1,0,1,1,1,1,3,1,3,2,2,1,0,3,0
0,1,0,1,0,1,1,5,13,2,0,1,0,0,3,1
0,3,1,1,4,3,3,3,1,1,2,5,1,0,2,0
0,2,0,1,3,2,2,1,19,3,0,1,0,0,3,1
0,2,0,2,0,2,2,1,1,3,0,0,0,1,1,1
0,2,0,1,1,2,2,1,1,4,2,8,0,0,4,0
0,3,1,1,1,3,3,1,14,3,2,3,1,0,3,1
1,2,0,1,1,2,2,3,1,2,2,7,0,0,3,0
0,2,0,1,0,2,2,1,1,3,0,1,0,0,4,1
0,2,0,1,1,2,2,3,1,3,0,0,0,0,4,0
0,3,0,2,1,3,3,1,1,2,2,4,0,1,1,1
0,2,0,1,1,2,2,3,1,1,0,0,0,0,3,1
0,2,0,1,2,2,2,1,29,1,0,1,0,0,2,1
0,2,1,1,2,2,2,1,1,5,0,2,1,0,1,0
0,4,2,1,6,4,4,3,11,4,2,3,0,1,1,1
1,2,1,1,0,2,2,1,1,4,4,6,0,0,3,0
0,3,2,1,6,3,3,1,28,3,0,3,0,0,3,1
0,2,0,1,3,2,2,1,1,3,0,4,0,0,4,0
0,3,2,1,6,3,3,1,1,3,0,8,0,0,4,1
0,2,0,1,2,2,2,1,1,3,4,1,1,0,4,0
1,2,0,1,1,2,2,3,1,3,0,1,0,0,1,0
0,3,3,1,5,3,3,3,22,5,2,1,1,0,4,0
0,2,1,2,0,2,2,1,1,2,4,0,1,1,2,1
0,2,0,1,1,2,2,1,13,3,2,1,0,0,1,0
0,2,0,1,3,2,2,1,1,1,1,3,0,0,3,1
0,2,0,1,1,2,2,1,25,3,0,1,0,0,4,0
0,2,0,1,2,2,2,1,1,2,2,0,0,0,4,0
0,2,1,1,2,2,2,1,28,4,0,1,1,0,2,1
0,2,2,2,6,2,2,1,1,2,2,1,1,1,4,0
0,1,0,1,0,1,1,1,21,2,4,0,0,0,2,1
0,2,0,1,1,2,2,5,1,2,0,3,1,0,3,0
0,2,0,2,0,2,2,1,28,4,0,0,0,1,1,1
0,2,1,1,2,2,2,1,1,2,0,3,0,0,1,1
0,2,0,2,1,2,2,1,1,4,0,3,1,1,4,0
0,3,1,1,2,3,3,1,16,4,0,8,0,0,3,1
0,2,0,1,0,2,2,1,1,3,0,6,0,0,1,1
0,2,0,1,2,2,2,1,1,4,0,2,0,0,4,1
1,2,0,1,3,2,2,1,1,3,0,1,0,0,4,1
0,2,0,1,2,2,2,3,10,4,6,3,0,0,3,0
0,2,0,1,0,2,2,1,1,3,2,1,0,0,2,0
0,2,0,1,3,2,2,1,29,4,4,3,0,0,2,1
1,2,0,1,0,2,2,1,1,3,0,1,1,0,4,1
1,3,3,1,4,3,3,1,1,5,4,0,0,0,2,1
1,2,0,1,1,2,2,1,1,3,2,4,0,0,1,1
0,2,0,1,1,2,2,5,1,4,4,4,0,0,2,1
0,3,0,1,0,3,3,1,15,4,1,8,0,0,4,1
0,2,0,1,1,2,2,1,1,4,2,1,0,0,3,0
0,4,3,2,6,4,4,1,26,5,5,1,0,1,3,1
0,1,0,2,0,1,1,1,1,3,0,1,0,1,1,0
0,2,0,1,3,2,2,1,14,3,0,0,0,0,4,1
0,2,0,1,1,2,2,1,16,3,0,2,0,0,2,0
0,2,1,1,2,2,2,1,1,4,0,6,0,0,1,0
0,2,0,1,1,2,2,1,1,1,2,1,1,0,4,0
0,2,1,1,3,2,2,1,1,3,2,2,0,0,1,1
0,2,0,1,3,2,2,3,1,1,0,1,0,0,4,1
0,3,2,1,6,3,3,1,1,3,5,4,1,0,3,1
0,2,0,1,2,2,2,3,1,4,0,3,1,0,4,1
0,2,0,1,1,2,2,1,28,3,0,1,0,0,4,1
0,2,0,1,2,2,2,3,10,4,4,1,0,0,2,1
0,2,0,1,1,2,2,1,14,2,0,1,0,0,3,1
0,3,0,1,1,3,3,1,27,3,4,5,0,0,3,1
0,2,0,1,1,2,2,1,1,2,0,1,0,0,4,1
1,2,0,1,0,2,2,1,24,3,2,1,1,0,3,1
0,1,0,1,1,1,1,5,26,2,1,1,1,0,2,0
0,3,3,1,4,3,3,3,20,5,2,2,1,0,3,1
0,2,0,1,1,2,2,1,1,4,1,3,0,0,4,1
0,3,2,1,6,3,3,1,1,3,2,0,1,0,4,1
0,2,0,1,2,2,2,3,1,4,1,7,0,0,4,0
0,2,0,1,1,2,2,1,12,4,0,9,1,0,2,1
0,2,0,1,1,2,2,3,10,4,0,1,0,0,1,1
0,2,0,1,2,2,2,1,10,5,2,2,0,0,4,1
0,2,0,1,1,2,2,1,19,3,1,1,0,0,1,1
0,2,0,2,1,2,2,1,27,3,2,0,0,1,2,1
0,1,0,1,1,1,1,1,1,1,2,1,0,0,3,0
1,1,0,1,0,1,1,3,1,2,2,1,1,0,3,0
0,3,2,1,6,3,3,1,26,4,0,3,0,0,3,1
0,2,1,1,1,2,2,1,1,2,2,0,0,0,4,1
0,2,1,1,4,2,2,1,15,3,0,1,0,0,4,1
0,2,1,1,1,2,2,5,1,4,0,1,0,0,4,1
0,2,0,1,2,2,2,1,19,3,0,3,0,0,1,1
0,2,0,1,2,2,2,3,1,3,2,0,0,0,4,0
0,2,0,1,3,2,2,1,1,2,2,3,1,0,4,1
1,2,1,1,4,2,2,1,10,3,2,9,0,0,3,0
0,2,0,1,1,2,2,1,10,3,2,1,0,0,1,1
0,2,1,1,3,2,2,1,16,3,0,6,1,0,4,0
0,3,1,1,2,3,3,3,1,5,6,4,1,0,3,0
0,3,2,2,6,3,3,3,1,5,2,2,0,1,2,1
1,2,0,1,2,2,2,1,15,2,2,6,1,0,4,1
0,1,0,1,1,1,1,3,1,1,4,1,1,0,3,0
0,2,0,1,1,2,2,3,1,3,2,2,0,0,3,0
0,2,0,1,2,2,2,1,10,3,2,9,0,0,3,0
0,2,0,1,3,2,2,1,1,4,0,4,0,0,3,1
0,1,0,1,2,1,1,3,1,1,0,1,0,0,3,1
0,2,0,2,2,2,2,1,12,3,2,4,0,1,3,0
0,3,2,1,6,3,3,1,22,4,1,3,0,0,2,1
0,3,1,1,5,3,3,1,17,5,0,5,0,0,3,1
0,1,0,1,1,1,1,1,1,3,2,1,0,0,1,0
